type,status,isSend,content,content2,talkerId
49,3,0,kuaful,,1569
1,2,1,[抓狂][抓狂],,1569
1,3,0,wxid_1252782525412,苏宁今天开挂了,1569
1,2,1,还是输,,1569
1,2,1,浪,,1569
1,3,0,q32444005,浪,1569
1,2,1,看比分的,,1569
1,2,1,误报浪,,1569
1,2,1,打平,,1569
1,2,1,稳稳的幸福,,1569
3,2,1,,,1569
436207665,2,1,"<msg><appmsgappid=""""sdkver=""""><des><![CDATA[我给你发了一个红包，赶紧去拆!祝：恭喜发财，大吉大利！]]></des><url><![CDATA[https",//wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000039401201709097030582488231]]></url><type><![CDATA[2001]]></type><title><![CDATA[微信红包]]></title><thumburl><![CDATA[http,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>张保重领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709097030582488231"">红包</_wc_custom_link_>",1569
1,3,0,wxid_1252782525412,稳稳的幸福,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了哈哈哈的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709097030582488231&sign=&ver=0"">红包</_wc_custom_link_>",1569
1,3,0,q32444005,从小培养啊,1569
1,3,0,wxid_1252782525412,台球??小王子,1569
3,3,0,kuaful,,1569
3,2,1,,,1569
1,2,1,有需要的可以买,,1569
1,2,1,啤酒什么的,,1569
1,3,0,wxid_1252782525412,酒鬼,1569
1,2,1,浪,,1569
1,3,0,wxid_1252782525412,买了啥？,1569
1,2,1,几只红酒,,1569
1,3,0,wxid_1252782525412,茅台没买嘛,1569
1,2,1,没得钱,,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,@我爱周星驰?为什么红酒总只做量词？,1569
1,2,1,母鸡,,1569
1,3,0,kuaful,心头像又换了啊,1569
1,2,1,母鸡,,1569
3,3,0,kuaful,,1569
1,2,1,@我是如此想小心?科长到杭州啦,,1569
1,2,1,有没有空晚上,,1569
1,3,0,q32444005,你好像到杭州了似的,1569
1,3,0,wxid_1252782525412,你好像到杭州了似的,1569
1,2,1,@我要去西藏?如果在怎么说,,1569
1,2,1,@小心我来了?如果在你不要怎么说，出来就是了,,1569
1,3,0,q32444005,不怎么说,1569
1,2,1,17号倒计时,,1569
1,2,1,保重,,1569
1,3,0,wxid_1252782525412,17倒得早了点包,1569
1,2,1,今天怎么说,,1569
1,2,1,@小心我来了?弄个阿三啊,,1569
1,3,0,q32444005,浪，节制哈子，明天可以考虑,1569
1,2,1,你好像到杭州了似的,,1569
1,3,0,wxid_1252782525412,@我要去西藏?你哪阔周一就到杭州了嘛,1569
1,3,0,q32444005,如果明天到，怎么说,1569
1,3,0,wxid_1252782525412,那就问问科长多玩到包,1569
3,2,1,,,1569
1,2,1,@我是如此想小心?,,1569
1,2,1,亲,,1569
1,3,0,kuaful,@我爱周星驰?两个字,1569
1,3,0,kuaful,有空,1569
43,3,0,kuaful,2,1569
3,3,0,kuaful,,1569
1,2,1,万塘路阿三？7点？,,1569
1,3,0,kuaful,可以,1569
1,3,0,kuaful,皮蛋呢,1569
3,2,1,,,1569
1,2,1,猜猜这是哪,,1569
1,3,0,kuaful,搬过去了嘛？,1569
1,3,0,wxid_1252782525412,@我爱周星驰?晚上就住万塘路附近？,1569
1,3,0,q32444005,遥祝,1569
1,2,1,@我要去西藏?你周一来不来,,1569
1,3,0,kuaful,浪,1569
1,3,0,wxid_1252782525412,浪，到底说的是今天还是明天喔,1569
1,3,0,q32444005,你们说的是今晚还是明晚？,1569
1,3,0,q32444005,今晚遥祝,1569
1,2,1,@我要去西藏?@我是如此想小心?@小心我来了?我们趴了看看,,1569
1,2,1,今晚三个,,1569
1,2,1,明晚有几个人,,1569
1,3,0,q32444005,明晚可以,1569
1,2,1,团籍就是力量,,1569
1,2,1,@我是如此想小心?@小心我来了?,,1569
1,2,1,你们怎么看,,1569
1,3,0,wxid_1252782525412,浪，@我是如此想小心?你怎么看,1569
1,2,1,科长裁决一下,,1569
1,2,1,民事诉讼,,1569
1,3,0,kuaful,今晚三个，明晚四个不咯,1569
1,3,0,q32444005,就这么愉快的定了,1569
1,2,1,科长就是霸气,,1569
1,2,1,7点阿三啊,,1569
1,3,0,kuaful,可以啊,1569
1,3,0,kuaful,皮蛋蛋呢？,1569
1,2,1,@小心我来了?扛把子,,1569
1,3,0,wxid_1252782525412,可,1569
1,3,0,q32444005,我下午从上海公司出发,1569
1,3,0,q32444005,你们可以先开始,1569
1,3,0,q32444005,我把车子停在元和,1569
1,3,0,wxid_1252782525412,今晚三个，7点，万塘路，阿三，正确否？,1569
1,3,0,kuaful,对的,1569
1,3,0,kuaful,你不要再跟阿香瞎邹了,1569
1,3,0,wxid_1252782525412,浪,1569
1,2,1,对,,1569
1,3,0,q32444005,浪，遥祝,1569
1,3,0,wxid_1252782525412,翠苑人，硬着呢,1569
1,3,0,wxid_1252782525412,@我要去西藏?现在出发刚好,1569
1,3,0,q32444005,明天要去公司,1569
1,3,0,wxid_1252782525412,报销可以下周再贴,1569
1,3,0,q32444005,浪，人开会呢,1569
1,3,0,wxid_1252782525412,可以请假的,1569
1,3,0,kuaful,@小心我来了?来吧,1569
1,3,0,kuaful,提高效率,1569
1,3,0,kuaful,七点半刚好,1569
1,3,0,wxid_1252782525412,@我是如此想小心?去哪阔,1569
1,2,1,阿三啊,,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,人分分钟的事,1569
1,2,1,？？,,1569
1,3,0,kuaful,你不要和阿香再瞎邹了。,1569
1,3,0,wxid_1252782525412,@我是如此想小心?晚上喝点什么？,1569
1,2,1,啤酒,,1569
1,3,0,q32444005,看来明晚聚不起来了,1569
1,2,1,@我要去西藏?你怎么丢,,1569
1,3,0,q32444005,你们今天喝了，明天保重还能出来吗,1569
1,2,1,保重是扛把子,,1569
1,2,1,你要相信,,1569
1,2,1,科长呢,,1569
1,3,0,q32444005,同样的问题也要问问科长,1569
1,3,0,q32444005,你们今天为什么要聚,1569
1,3,0,wxid_1252782525412,浪，科长得又么声音了,1569
34,3,0,kuaful,5260,1569
43,3,0,kuaful,0,1569
34,3,0,kuaful,5700,1569
1,3,0,kuaful,没得人说话,1569
1,3,0,kuaful,寒心,1569
1,2,1,风雨无阻,,1569
1,2,1,万塘路,,1569
1,2,1,阿三,,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,槑,,1569
1,3,0,wxid_1252782525412,@我要去西藏?[勾引],1569
1,3,0,q32444005,浪,1569
1,3,0,kuaful,突然想起个事,1569
1,3,0,q32444005,结束啦？,1569
1,3,0,wxid_1252782525412,今天教师节,1569
1,3,0,wxid_1252782525412,么得人发红包嘛,1569
3,2,1,,,1569
1,2,1,请对号入座,,1569
1,2,1,么得人发红包嘛,,1569
1,2,1,还有20分钟,,1569
1,2,1,么得人发红包嘛,,1569
1,3,0,kuaful,不是所有老师都有资格有红包的,1569
1,3,0,kuaful,@我爱周星驰?突然想起个事,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,保重福人,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,哪阔地,1569
1,3,0,kuaful,老早就说过了，天津有泥人张，我们杭州有福人张。,1569
1,2,1,@我是如此想小心?什么?_?,,1569
1,2,1,@我是如此想小心?想起了?_?什么,,1569
1,2,1,保重福人,,1569
1,3,0,q32444005,晚上如期吗,1569
1,3,0,wxid_1252782525412,晚上如期吗,1569
1,3,0,q32444005,浪，看来得黄,1569
1,3,0,wxid_1252782525412,不大可能包,1569
1,3,0,q32444005,@我爱周星驰?@我是如此想小心?,1569
1,3,0,kuaful,得皮蛋者得天下,1569
1,3,0,wxid_1252782525412,翠苑人说一不二,1569
1,3,0,q32444005,晚上见,1569
1,2,1,得皮蛋者得天下,,1569
3,2,1,,,1569
43,3,0,kuaful,10,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,@我要去西藏?晚上定在哪里,1569
1,3,0,q32444005,城西,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title>Emoji&#x20;Title</title><des>Emoji&#x20;Description</des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>1040559</totallen><attachid>0",0,1569
1,3,0,wxid_1252782525412,浪，人晚上又被约，怎办？,1569
1,2,1,约什么,,1569
1,2,1,请说出来,,1569
1,2,1,难道说得皮蛋者得天下，这个他们也晓得这个道理？,,1569
1,3,0,wxid_1252782525412,已被嗯无情的拒得了,1569
1,3,0,wxid_1252782525412,科长今天如何出行@我是如此想小心,1569
43,3,0,kuaful,3,1569
1,3,0,kuaful,老夫自有妙计,1569
1,3,0,wxid_1252782525412,晚上去城西乃？,1569
1,3,0,kuaful,地点定了再说,1569
1,3,0,wxid_1252782525412,地点无非就是华星路、万塘路、竞舟路、莲花街,1569
3,3,0,kuaful,,1569
43,3,0,wxid_1252782525412,0,1569
43,3,0,kuaful,0,1569
10000,3,0,simmon撤回了一条消息,,1569
1,3,0,kuaful,省了60快,1569
1,3,0,wxid_1252782525412,@我是如此想小心国庆节建湖的宾馆紧张不？,1569
1,3,0,kuaful,非常紧张,1569
1,3,0,kuaful,嗯已经订好了,1569
1,3,0,wxid_1252782525412,订的哪里,1569
1,3,0,wxid_1252782525412,推荐个,1569
1,3,0,kuaful,御锦国际,1569
1,3,0,wxid_1252782525412,尼玛,1569
1,3,0,wxid_1252782525412,跟我订的一样，你要小心,1569
1,3,0,wxid_1252782525412,要先付钱的包,1569
1,3,0,kuaful,嗯,1569
1,3,0,kuaful,到时候一块吃早饭啊,1569
1,3,0,wxid_1252782525412,不尴尬嘛,1569
1,3,0,kuaful,都是熟人熟事,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,习惯了是滴啊,1569
1,3,0,kuaful,建湖人不害建湖人,1569
1,3,0,wxid_1252782525412,那么就对建湖人客气些,1569
1,3,0,kuaful,为什么剧情一直在反转与被反转？,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,建湖人只相互制约从不伤害,1569
43,3,0,kuaful,0,1569
1,3,0,kuaful,浪嘛，果雾苑赴总来和我们开视频会,1569
1,3,0,wxid_1252782525412,如果没得特殊要求嗯就先回城西了,1569
43,3,0,q32444005,3,1569
1,2,1,风尘仆仆,,1569
1,3,0,q32444005,诚意十足,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,这个裤头怎么样,1569
1,3,0,wxid_1252782525412,晚上几点,1569
3,3,0,kuaful,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,怎么说丢,1569
1,3,0,wxid_1252782525412,人要结束了,1569
1,2,1,元和？,,1569
1,2,1,烤鸡？,,1569
1,3,0,wxid_1252782525412,快决定,1569
1,3,0,wxid_1252782525412,是不是黄掉了？,1569
1,3,0,kuaful,元和？烤鸡？,1569
1,3,0,wxid_1252782525412,买鸡的人都没有声音,1569
3,2,1,,,1569
1,2,1,再也不相信这4个字了,,1569
1,3,0,kuaful,下班走人，带着空肚子,1569
1,3,0,kuaful,不相信这个世界,1569
1,3,0,wxid_1252782525412,今天不遇再也不遇,1569
1,3,0,wxid_1252782525412,回去没法交待,1569
43,3,0,kuaful,6,1569
1,3,0,wxid_1252782525412,我们遇一下,1569
1,2,1,哪个电话一下,,1569
1,2,1,别有什么意外,,1569
1,3,0,wxid_1252782525412,你打一下,1569
1,3,0,wxid_1252782525412,我们找地方遇一下,1569
34,3,0,kuaful,2580,1569
34,3,0,kuaful,7960,1569
1,3,0,wxid_1252782525412,麻痹,1569
1,2,1,@我是如此想小心?被动不如主动,,1569
1,2,1,电话,,1569
34,3,0,wxid_1252782525412,5892,1569
34,3,0,wxid_1252782525412,2981,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,我我们找个地方,1569
1,3,0,wxid_1252782525412,他半小时到,1569
1,3,0,wxid_1252782525412,@我是如此想小心?@我爱周星驰?出发吧,1569
1,2,1,第二个阿三？,,1569
1,3,0,wxid_1252782525412,就到川娃子吧,1569
1,3,0,wxid_1252782525412,拆了就没有,1569
1,2,1,可以，我收拾电脑,,1569
1,2,1,科长呢,,1569
1,3,0,wxid_1252782525412,我打电话给他,1569
1,3,0,wxid_1252782525412,妈逼,1569
1,3,0,wxid_1252782525412,搞什么飞机,1569
1,3,0,wxid_1252782525412,结束，回家,1569
1,2,1,浪,,1569
1,2,1,怎么回事,,1569
1,3,0,wxid_1252782525412,黄科电话打不通,1569
1,2,1,他还有个干嘛呢,,1569
1,2,1,号码,,1569
1,2,1,№,,1569
1,2,1,你有嘛,,1569
1,3,0,wxid_1252782525412,都打不通,1569
1,2,1,浪,,1569
1,2,1,@我是如此想小心?,,1569
1,3,0,wxid_1252782525412,你试试,1569
1,2,1,我也打了,,1569
1,3,0,wxid_1252782525412,另外一个号我不晓得,1569
1,2,1,另外一个我也不晓得,,1569
1,2,1,浪,,1569
1,2,1,下次要他留他另外一个号,,1569
1,2,1,人顺风车约了美女，浪,,1569
1,2,1,黄得了,,1569
1,2,1,好不容易一次,,1569
1,2,1,浪,,1569
1,3,0,wxid_1252782525412,搞飞机,1569
1,3,0,q32444005,还有20分钟就到,1569
1,3,0,q32444005,你们哪里集合,1569
1,3,0,q32444005,？,1569
1,3,0,q32444005,黄了？,1569
1,2,1,真黄了,,1569
1,2,1,@我要去西藏?科长另外一个手机号,,1569
1,2,1,你我有没有,,1569
1,3,0,q32444005,我只有一个,1569
3,3,0,q32444005,,1569
1,2,1,这么久了,,1569
1,3,0,q32444005,到底怎么说？,1569
1,2,1,我们都只有科长一个,,1569
1,3,0,q32444005,他什么情况？,1569
1,3,0,q32444005,你们人呢？,1569
1,2,1,保重噶去辅导作业了吧,,1569
1,2,1,我加班继续,,1569
1,3,0,q32444005,艹,1569
1,3,0,q32444005,以后别聚了,1569
1,3,0,q32444005,人特地来的,1569
1,3,0,q32444005,结束,1569
1,3,0,q32444005,以后别这样玩,1569
1,2,1,科长电话不通啊,,1569
1,2,1,你之前也没声,,1569
1,2,1,我跟保重一直等着,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
1,3,0,q32444005,我在开车呀,1569
1,3,0,q32444005,不的我今天来杭州干嘛,1569
43,3,0,kuaful,0,1569
1,3,0,kuaful,什么情况,1569
1,3,0,kuaful,我到家了,1569
1,3,0,kuaful,一切可以谈,1569
1,3,0,q32444005,算了，没意思,1569
1,3,0,q32444005,结束,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,心肝你出现了啊,1569
1,2,1,一切可以谈,,1569
1,2,1,保重,,1569
1,2,1,@我是如此想小心?,,1569
1,3,0,kuaful,可以谈。没有什么不能谈的。,1569
1,2,1,@我要去西藏?吴山烤鸡,,1569
1,2,1,你准备,,1569
1,2,1,人我们来谈,,1569
1,3,0,kuaful,人刚才还着气得呢,1569
1,3,0,q32444005,不谈了，今晚结束了,1569
1,3,0,q32444005,没心情了,1569
1,3,0,kuaful,现在看到黑子气消得了说的,1569
1,3,0,kuaful,浪,1569
1,3,0,q32444005,玩什么都可以，别玩失踪,1569
1,3,0,kuaful,你呕血呢,1569
1,2,1,@我要去西藏?最生气的不是你，还有人进退自如,,1569
1,2,1,嗯来跟保重说下,,1569
1,3,0,q32444005,我开车从来不摸手机，是安全的原则,1569
1,3,0,q32444005,可以电话,1569
1,3,0,kuaful,请不要吹牛逼,1569
1,3,0,kuaful,一切可以谈,1569
1,3,0,q32444005,那就不谈了,1569
1,3,0,kuaful,直接喝是啊,1569
1,2,1,@我要去西藏?快点，烤鸡准备下,,1569
1,2,1,保重那我已经okey可,,1569
1,3,0,q32444005,说实话，没心情了,1569
1,2,1,@我是如此想小心?来城西怀旧一下,,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,88,1569
1,3,0,kuaful,不晓得今天发生了什么,1569
1,2,1,@我要去西藏?理解一哈公务人员,,1569
1,3,0,kuaful,算了算了,1569
1,3,0,q32444005,结束,1569
1,2,1,我就打赌你们9点之前聚不起来,,1569
1,2,1,之后都可谈,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
1,3,0,wxid_1252782525412,人噶来就吃了个苹果，希饿,1569
10002,,0,1181720972@chatroom,,1569
1,3,0,wxid_1252782525412,@我爱周星驰?8：30？,1569
1,2,1,安,,1569
1048625,2,1,"<msg><appmsgappid=""wxa77232e51741dee3""sdkver=""0""><title></title><des></des><username></username><action>view</action><type>8</type><showtype>0</showtype><content></content><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>925689</totallen><attachid>0",0,1569
1,3,0,wxid_1252782525412,到哪里了,1569
48,2,1,"<msg><locationx=""30.270158767700195""y=""120.09889221191406""scale=""16""label=""西湖区莲花商务中心(莲花街)""poiname=""[位置]""infourl=""""maptype=""0""/></msg>",,1569
48,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,那我过去了,1569
1,3,0,q32444005,二楼中间位置,1569
3,2,1,,,1569
43,3,0,q32444005,4,1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117031951168146&sign=c08c60a279765f2b1245e745ac8f573aa162f38c6c218227e2c404775cbb2b6e70fe1dcf1ba32d4b8c82ab3a2787d36bb464aa3d4ebbd52667885c517d3fe5740dff8d6c4d02fbb73998c98d89198c97811ca3005b17829449526484bfb95e5d&ver=6"">红包</_wc_custom_link_>",1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117031992129168&sign=6afb3b13de12ba4cb946c71f34c2c61c9afc861ac60f4f4810074ef8b2566429bf140adb610ad645f942c6b038b2522becd8d41d62fa04231580f1c39a45d09e72cf84a8ac17064a1b82ad91ea5d62aa64fa12aff6e2a06ef005a6f399e967e3&ver=6"">红包</_wc_custom_link_>",1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117034564095256&sign=543cc811f22aa59facdb1ba22fa2bdadca4e17adbff30641f823c728ab3cba1f46197650ddfa2fe722c4658c24625bc0cd4b348e139b21e697dd13913318e4b28d068768cfa88b8f8d4022aa8d33ecb1ed4ce22e0aefcd8365b4bd78e4bbf7a0&ver=6"">红包</_wc_custom_link_>",1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117034674812076&sign=85cf300b21c7d2284a158d02c9473210ec411f3a3b80659ac7ce605e8199d8c96524e0d843a45b443b318e1d86542a592b7bf355b76a10773a69ce9cf82ac988c9d646ad8aa0497eb646ddd65699edcba07754e734389a08d1202a5c9a04740c&ver=6"">红包</_wc_custom_link_>",1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117032251087256&sign=05ba4f5514b35777eb916993a61dbf69b018ed7b42fa5f743f16ce2a1fcfb68eef97987b4f6761c702defa83d0d2f8d3fb1bf8c00f6daa1701789cd8a100e4a4d806db776bbd1d752457a799cded3f5a9787844bfb6b780b316711e48ea54267&ver=6"">红包</_wc_custom_link_>",1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039501201709117031121781176&sign=8c4f88a05c1ae68200a2279024d34d49854c28b140d212f362cd79b306664226f432d9119822a264c7e1e76c0f0afa11e82b2fdccb85127788c4f07629ab425b32f61bdd4e311b74984cba7a6d1756ade2dd5d408cc3a65603da061d2bf6093a&ver=6"">红包</_wc_custom_link_>",1569
10000,3,0,姜海东撤回了一条消息,,1569
3,2,1,,,1569
3,2,1,,,1569
10000,4,0,"我要去西藏邀请""花爷""加入了群聊",,1569
10000,4,0,花爷与群里其他人都不是微信朋友关系，请注意隐私安全,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
